sentence_id,uid,split_
41320.000.2002.1.1-164-1,fc6bf0dfc69fbd9e261e15474e2f5ff5,sjasmin
41320.000.2002.1.1-1413-1,e1b1fe02247169ee65f039e718a1e23c,smarie
41320.000.2002.1.1-103-1,5edcd0fce6b4649a71257a0ffef189ec,sjasmin
41320.000.2002.1.1-1002-1,1f6e5f5dee40975dad5aefb8f402d641,smarie
41320.000.2002.1.1-352-1,742a85d3e91cc040dbc9ebdcb6862cb3,sjasmin
41320.000.2002.1.1-1226-1,c86a3e1693627901d971b9e8f049d2cc,smarie
41320.000.2002.1.1-1196-1,bd534f42408a7371abd03c698e241aab,sjasmin
41320.000.2002.1.1-1195-2,b052a24cd3486974fb1fa2bf6052eeb9,smarie
41320.000.2002.1.1-817-1,d578f32e64fa21754264f50027b67f66,sjasmin
41320.000.2002.1.1-1572-1,f92b992bcfd74b7cffa98500607d96d4,smarie
41320.000.2002.1.1-938-1,975fc8f21cae5e037c049f935b2279ee,sjasmin
41320.000.2002.1.1-329-1,da3dbc224e17d0a5e507a848b10aaf9f,smarie
41320.000.2002.1.1-1187-1,9bcf3942d07680c1f2bed9a6a387d3ab,sjasmin
41320.000.2002.1.1-1262-1,b6d1897b063a899cbaad4eeffbe53d67,smarie
41320.000.2002.1.1-1423-1,edc6a1cdc1e19ea1697d851a6326afb7,sjasmin
41320.000.2002.1.1-1009-1,61955c353f0a9f426cd6dd51ef8c6f46,smarie
41320.000.2002.1.1-899-1,a2bb989fef8b55fa25b47b49b6629d5d,sjasmin
41320.000.2002.1.1-1087-2,840ce82efba5320215f8bc816daea1c4,smarie
41320.000.2002.1.1-1008-1,cc94c3021c60cddd278e822f08be56f8,sjasmin
41320.000.2002.1.1-1018-1,63b88591bbc5f257295fe9e97f62d004,smarie
41320.000.2002.1.1-175-1,8a6120da81679bc6c4514f14b18cd578,sjasmin
41320.000.2002.1.1-1265-1,cbb0ff90278def63202da48cbe98c25a,smarie
41320.000.2002.1.1-1404-1,e3230293488acb3afc92e9f4d9111b5b,sjasmin
41320.000.2002.1.1-1297-1,8fff6c1460afc764a56c9f4529bb9309,smarie
41320.000.2002.1.1-556-1,2b0ae807e6298b8a96b0aedb2e646a4f,sjasmin
41320.000.2002.1.1-1454-1,3b0d668800fb9b176c86d64f0534ac5b,smarie
41320.000.2002.1.1-1224-3,ab40f556d7cb19a83f46db54e22a4877,sjasmin
41320.000.2002.1.1-1293-1,7fff5796374195bb7a2ede36dc9552da,smarie
41320.000.2002.1.1-1077-1,fe15c32d09c56abaa32785a91cebf650,sjasmin
41320.000.2002.1.1-392-1,679c33cbac942a3421831ff9a2120632,smarie
41320.000.2002.1.1-1378-1,b18b9ed7001a2afac7ffeb1c3464366f,sjasmin
41320.000.2002.1.1-1452-1,906d88d3afa11119991f939f7287aea9,smarie
41320.000.2002.1.1-1443-1,2a2685ad7e9feb5a7971ff2cf1c771ff,sjasmin
41320.000.2002.1.1-827-1,a2ccb92edfcffeffbed3c17b36148d0b,smarie
41320.000.2002.1.1-1124-1,ec375b8c05ef9476f25923f85cf58ff9,sjasmin
41320.000.2002.1.1-1006-1,894183f60f2765cfd99036135fadab4b,smarie
41320.000.2002.1.1-1228-1,c6e896814f2e564c5d164abcda5dfbfb,sjasmin
41320.000.2002.1.1-412-1,87a1dd21f98850a2dd5a71d5594c5d24,smarie
41320.000.2002.1.1-1082-1,de6a471bf40d510ac70f55c0651e58ee,sjasmin
41320.000.2002.1.1-1000-1,3ddc9d7f95b07dc4521738fa91e43057,smarie
41320.000.2002.1.1-1203-1,90be6cbdbbb1146c55bed282742e6c0c,sjasmin
41320.000.2002.1.1-1284-1,f625560b4f813210e7aeaf9cce6a35c1,smarie
41320.000.2002.1.1-1019-1,0cb35210d1422301297df0ae1dcacae3,sjasmin
41320.000.2002.1.1-1451-1,3a7b9f7b2ba9d4c7f7270b525c5c960a,smarie
41320.000.2002.1.1-705-1,c2b9d5841f55ad9484b95a4d1e8ac772,sjasmin
41320.000.2002.1.1-1294-1,e2e274a9eb626c2ee34a13e390da47c3,smarie
41320.000.2002.1.1-132-1,9c35a449bc06fca4ba846302807034b7,sjasmin
41320.000.2002.1.1-1191-1,4ed8d09c497fb5926c66b7a60a465f35,smarie
41320.000.2002.1.1-1279-1,3478ea13d917ca3c09006e3bebbd6c73,sjasmin
41320.000.2002.1.1-996-1,950675d169686df349ad2c1d4d4097a3,smarie
41320.000.2002.1.1-1252-1,3f9e1c87a6e6fcf4a94ce68375bdbd37,sjasmin
41320.000.2002.1.1-1242-1,894d5b655aecabf091753a3d5ad106be,smarie
41320.000.2002.1.1-1414-1,8964128c30429835e97dd2b21d44363a,sjasmin
41320.000.2002.1.1-514-1,c579cef93091993f26d3f824d295e115,smarie
41320.000.2002.1.1-486-1,1e9be15bc2bae58a8918d9eb91b6ba34,sjasmin
41320.000.2002.1.1-1007-1,278546a7f137231586b406290acaaa65,smarie
41320.000.2002.1.1-248-1,494a53328e48a154508b97ede7a3952c,sjasmin
41320.000.2002.1.1-593-1,49c6b959b7c693862fe3db63af4a96dc,smarie
41320.000.2002.1.1-162-1,ea62b9149205ba62b2809796f4d991c8,sjasmin
41320.000.2002.1.1-954-1,efebb26dbe2c71b98e26d7d24bd80c80,smarie
41320.000.2002.1.1-424-1,e44ce720fe303e66a1d0c506b08a637b,sjasmin
41320.000.2002.1.1-1132-1,80cc365736f143b14773b3ab9096a317,smarie
41320.000.2002.1.1-1456-1,603cd24d57430ce37b0ab265e9557501,sjasmin
41320.000.2002.1.1-1081-1,6320d988faf00430a650132dc8b571d9,smarie
41320.000.2002.1.1-1571-1,17e53478ab694f37bb570dd09ecee724,sjasmin
41320.000.2002.1.1-1075-1,b33a1c7b7c65b9ac96d50121b5389502,smarie
41320.000.2002.1.1-544-1,f31b06ee8b263102c507362632773ef0,sjasmin
41320.000.2005.1.1-97-1,ee5813aa323017614f3e4d8efcbc5799,both
41320.000.2005.1.1-625-1,5c1ed496368ccd9e00d3b6f85d9a0d39,both
41320.000.2005.1.1-500-1,afb40ff5086396f59b6c8ccfd26a55dc,both
41320.000.2005.1.1-663-1,9c511dfd7d71782c3376c7ec75bcd156,both
41320.000.2005.1.1-565-2,f326c3217431e8964cc18a194a06c2ac,both
41320.000.2005.1.1-552-1,0b3278978bcadb8357ec687445795147,both
41320.000.2005.1.1-192-1,4ac7ac8d862cbd76b098ae9b98637b9c,both
41320.000.2005.1.1-609-2,a85a74fed9080a99d9254e842a149145,both
41320.000.2005.1.1-342-3,f56418b88243601752882dcb13b1ee96,both
41320.000.2005.1.1-334-1,db23f1f6dbcb5b50dc59ce09aa47fb14,both
41320.000.2005.1.1-658-1,a72b828608437e6707ac24da50b1697f,both
41320.000.2005.1.1-548-1,8fe827addfdbce74590a81c20f8af84a,both
41320.000.2005.1.1-168-1,edf35bbf53ad54fd30cc0c6d841997fb,both
41320.000.2005.1.1-433-2,44665c649a4f98d6d34f39c6179af442,both
41320.000.2005.1.1-447-3,352ba7675e30f20b26461113d72a72b3,both
41320.000.2005.1.1-18-1,8b1d9753360f25863d6377ce9a528d16,both
41320.000.2005.1.1-81-1,cce1137d6b178ef22f84b170afed1aa0,both
41320.000.2005.1.1-640-3,bb80838d14488fd6166c31e4f568bd5f,both
41320.000.2005.1.1-353-6,6a44498fcc22d2f98fe81738bccb550c,both
41320.000.2005.1.1-395-1,7651986b521774b599b035a1e0f44252,both
41320.000.2005.1.1-184-1,e89f0090e7e111daf8e00d58f9cbaecd,both
41320.000.2005.1.1-626-1,e7b84510d8dc32a12479f9ddce4d8ca2,both
41320.000.2005.1.1-539-4,a58fb719a89faf33e20870afe9da8660,both
41320.000.2005.1.1-621-1,f92ac99eee3aae00b2dfcb22496c8b21,both
41320.000.2005.1.1-243-1,271e0c89f488765aa9ea9d058c175b0d,both
41320.000.2005.1.1-431-3,0eb4362c99a1b0a01663f251a2cda677,smarie
41320.000.2005.1.1-443-1,a9bfe48e9626697b69c491e42effd84c,sjasmin
41320.000.2005.1.1-660-1,1ba61f35918a5f65293bdb418b77a405,smarie
41320.000.2005.1.1-287-1,ef38257d9f8065de6ed461815794e047,sjasmin
41320.000.2005.1.1-273-1,8f7c70f5ca883003fdaa09d7e21b11df,smarie
41320.000.2005.1.1-556-2,2ce9aaedfccfa9d2965db2945607c786,sjasmin
41320.000.2005.1.1-606-1,25e1a71d98daf82489d3eac5a35fba82,smarie
41320.000.2005.1.1-399-1,0f2d033fce2ceea0d8090ca2ae58e823,sjasmin
41320.000.2005.1.1-438-3,435148b28075761d6a12ca96adce58e3,smarie
41320.000.2005.1.1-314-3,fdc5c152e235c87a7043b4aed5eecd93,sjasmin
41320.000.2005.1.1-433-1,3e8e80730d0b12e6f6cf27103e9f0fdf,smarie
41320.000.2005.1.1-470-2,438a0468481b983439ed5e7264bb7182,sjasmin
41320.000.2005.1.1-235-1,b793449499b478d33310fb16a7c3a93a,smarie
41320.000.2005.1.1-491-1,93f9355483e358fb66f1849d606a7502,sjasmin
41320.000.2005.1.1-369-1,5c8d7eb5a7ad18f78e4eb52e83737ff6,smarie
41320.000.2005.1.1-16-1,f24cdb08fea9ccb0cf25bcfd35b971cb,sjasmin
41320.000.2005.1.1-166-1,4b7bbc3b074fa52d500e448a5a24855b,smarie
41320.000.2005.1.1-632-1,3c2ea98f34a94fa279c4803b9bd839d8,sjasmin
41320.000.2005.1.1-237-1,e849282983a83157df29bd43104a23a5,smarie
41320.000.2005.1.1-347-2,ab1f5ac06a2e82fc6246b783a9c805d8,sjasmin
41320.000.2005.1.1-567-2,af7e65abd802726dcf1e78493e300bc7,smarie
41320.000.2005.1.1-62-1,1a69c07d698c8b273784ee28cb5af5a0,sjasmin
41320.000.2005.1.1-554-3,0359adc4598e7be772850e6ff4c3c01c,smarie
41320.000.2005.1.1-419-3,470d882ffdaa133055070f8c10dd880a,sjasmin
41320.000.2005.1.1-506-1,68a6ffffc0c36359cda54ccb8593cd63,smarie
41320.000.2005.1.1-647-1,e08546a3a835a532648c35fb7c3b0cf4,sjasmin
41320.000.2005.1.1-541-1,9d62b70eba7288a13ba7d0ef381f9cb8,smarie
41320.000.2005.1.1-501-1,fae9405bda00e38b8a1573602959a755,sjasmin
41320.000.2005.1.1-570-6,9cdcc2e9c7de0d07a91b5abf8199f74c,smarie
41320.000.2005.1.1-555-1,bf6ec3671f51d9651fca4724d55e64b3,sjasmin
41320.000.2005.1.1-503-3,8d6ef8e859478396bbcc577610e453a7,smarie
41320.000.2005.1.1-596-1,a2e768dcf6b6c98c368e76e267c420cf,sjasmin
41320.000.2005.1.1-579-1,c1e694c460819395bb7093ab44e9aa83,smarie
41320.000.2005.1.1-405-6,df30b146fea79d6cf8a95479b644be36,sjasmin
41320.000.2005.1.1-275-1,d0c9ab217162668d89822c161102b7e8,smarie
41320.000.2005.1.1-592-1,d391ac09b3e0094cc435b69e276d648e,sjasmin
41320.000.2005.1.1-648-1,595dc877bc7533a8c55c20359926a436,smarie
41320.000.2005.1.1-255-1,5f2ed9ea30555e7f9d5ea03906409976,sjasmin
41320.000.2005.1.1-368-3,acaef8970f28f497e842f6db0118583e,smarie
41320.000.2005.1.1-474-2,917be46bdce7257646b78a4807804fb6,sjasmin
41320.000.2005.1.1-424-4,ad70743cf541cd1d3c83179affb228e8,smarie
41320.000.2005.1.1-539-2,9f59d3d7a75707da1a947fca55a703de,sjasmin
41320.000.2005.1.1-597-1,df952cc85dd37723240ff3fd865621e7,smarie
41320.000.2005.1.1-490-1,90be667a2b678b1be28511e50a9e58bb,sjasmin
41320.000.2005.1.1-438-2,34f407787e8fdc28ee429edfa807f7a5,smarie
41320.000.2005.1.1-290-1,b740dfc6bab83f702c5eadcbd88aebe0,sjasmin
41320.000.2005.1.1-378-1,2a3f18e60d50f39aab93f3099e636a23,smarie
41320.000.2005.1.1-631-1,c29316ca3afae4e0d76be12d0f36c9c5,sjasmin
41320.000.2005.1.1-421-2,9b1f508655b095bd2e6b8bb8bdd3273d,smarie
41320.000.2005.1.1-640-5,f997fc0d3ee3b9636f18f595c532e8d3,sjasmin
41320.000.2005.1.1-492-1,6271b7ea36dfe7982ee1cc8049d5661a,smarie
41320.000.2005.1.1-649-4,0b7435e81bf94c127f1550e85472585c,sjasmin
41320.000.2005.1.1-604-2,e6ff3f1815b5c8e77a881dd3e9b26f17,smarie
41320.000.2005.1.1-602-1,b6bda5768ddbcf2a556a58efae6df3cf,sjasmin
41320.000.2005.1.1-454-1,f6de59b02fc99a2f9594955fb3d9d6f1,smarie
41320.000.2005.1.1-188-1,691f00fcf7e8a1688213586ff674747f,sjasmin
41320.000.2005.1.1-469-3,ee8c14249989e2be013f2bf91115d2e8,smarie
41320.000.2005.1.1-293-1,5f36d1d6fcbfe9ed89e60611723e7409,sjasmin
41320.000.2005.1.1-387-1,3f7c593a62560b3cbac854429bc18455,smarie
41320.000.2005.1.1-279-1,b81d180f061a14a5abf360a98312a304,sjasmin
41320.000.2005.1.1-493-2,aa89a40da09715354bcce6a689647706,smarie
41320.000.2005.1.1-536-1,3159e37819742c3db5f3aaa7d2352b1a,sjasmin
41320.000.2005.1.1-603-1,9927bc954747952ef52c1065754c8f0d,smarie
41320.000.2005.1.1-242-1,c8e264c1aa9c5f9c12e47206ccbd667e,sjasmin
41320.000.2005.1.1-370-1,cd25a3577469fb9e921ada2baa5da486,smarie
41320.000.2005.1.1-223-1,32f5471f928aeb6544e8084d127a8a4a,sjasmin
41320.000.2005.1.1-265-1,46b7b47174d299ef9e49ce64e835258f,smarie
41320.000.2005.1.1-94-1,72ecf9923bad6ed1cd1b79fab662f384,sjasmin
41320.000.2005.1.1-625-2,9b01c152bef484b171c04971eb3065da,smarie
41320.000.2005.1.1-431-2,8d958cfcbc060fa1428b0eb34be863d0,sjasmin
41320.000.2005.1.1-259-1,f9a40046f358e87d9d8d432f5af8db46,smarie
41320.000.2005.1.1-576-1,ba13ddb90b645ef5870d2abdd4d9c9dc,sjasmin
41320.000.2005.1.1-496-3,9aae9b7e480c4a59a6e90a5f2dbe7d35,smarie
41320.000.2005.1.1-22-1,6c14a276d3989b5f2e6ab6df4ccbc696,sjasmin
41320.000.2005.1.1-404-4,49ad79d0650babe45e24d333fbff9605,smarie
41320.000.2005.1.1-448-3,50a526e4c51887296347cc405dc610b7,sjasmin
41320.000.2005.1.1-539-1,ec39da64e8671a59e0057e4bb0be71f0,smarie
41320.000.2005.1.1-642-1,95c1a134fa5324b761086d5eb8ab0fa3,sjasmin
41320.000.2005.1.1-13-1,388384e184246d567774f4f0db492c6a,smarie
41320.000.2005.1.1-536-3,64b58e1778714839a91cdbb42dd06d7d,sjasmin
41320.000.2005.1.1-366-2,7e22ff4364be160b189dc78222aedaab,smarie
41320.000.2005.1.1-470-3,3f8df3ebe9a0f84ee28e6197ab8fbbcd,sjasmin
41320.000.2005.1.1-504-6,c1716f3ae73f476049da2e209f9b2bd8,smarie
41320.000.2005.1.1-556-1,1d896cf07aafe542bb1c0f80b06e5540,sjasmin
41320.000.2005.1.1-661-1,6fe1eeca3528bb97d526c32dd5f3aa18,smarie
41320.000.2005.1.1-479-1,d6fc286025fe60b14b6ba66aee56c179,sjasmin
41320.000.2005.1.1-489-1,f64c356ac4b1e8c100ee2b1a9ff4a7cc,smarie
41320.000.2005.1.1-48-1,24cbac8db574a6903629182fbe907cd5,sjasmin
41320.000.2005.1.1-634-1,15ed45c1b926892980b3e9c6facc70f2,smarie
41320.000.2005.1.1-312-2,bd571336903e321bef5bdae968180634,sjasmin
41320.000.2005.1.1-68-1,b2078052d19ed096f4bcf64f483d061a,smarie
41320.000.2005.1.1-355-2,fcbc0b3988a8312836e1796eb1a2fd16,sjasmin
41320.000.2005.1.1-366-1,7b4d696c59e2f23766cb7bfca45df378,smarie
41320.000.2005.1.1-436-1,97c5d244aea3e1bb5e8d6fae4e16e812,sjasmin
41320.000.2005.1.1-457-4,0b4c128ceebbdfdff5a5ebea45706d45,smarie
41320.000.2005.1.1-636-1,ee347ccf9397584d056b1e7b149ee1ee,sjasmin
41320.000.2005.1.1-398-1,6faad198a582459110011268248c36e0,smarie
41320.000.2005.1.1-405-1,9169607031fb4054f2ed7add9539aa8f,sjasmin
41320.000.2005.1.1-157-1,cc019ffc64a7a4004ce86fb38c905c4d,smarie
41320.000.2005.1.1-397-3,a8abc9461e4c03ff338444d92e8f56e1,sjasmin
41320.000.2009.1.1-811-2,d10a267db05ba6d129888fa3a195f8cf,both
41320.000.2009.1.1-577-1,a1835822a5cff04180ec1641def6fdf5,both
41320.000.2009.1.1-856-7,d00874ee109b2bce156a23cf1ab3da7a,both
41320.000.2009.1.1-606-4,66dea644ae646ad06f11b533886207f5,both
41320.000.2009.1.1-558-3,e5bec387aaf23b0caa7325a47b59282c,both
41320.000.2009.1.1-831-3,a2389a9cfcbfaffbc52cc036b84a51c6,both
41320.000.2009.1.1-642-1,b0a68cff5d84dd83cfc75964ec86d132,both
41320.000.2009.1.1-596-2,9dec7c1843e9e8fb12d96fe669639d0c,both
41320.000.2009.1.1-563-1,25d1524ce4c08d886ff3db36e4075bb9,both
41320.000.2009.1.1-741-7,b50281267fffa796aa9213679bf33602,both
41320.000.2009.1.1-125-1,404cc6a380bd4937852cd21f43e2a19e,both
41320.000.2009.1.1-800-2,d3a78ac8366d1f071c76b4b7f4d21b75,both
41320.000.2009.1.1-534-1,a7872084ad4501cf8a0d07ca16b28ee8,both
41320.000.2009.1.1-372-5,984daa067f7b92ed729894c0a21db0a9,both
41320.000.2009.1.1-800-3,ac08c91c22fa081029ed9dce18d13786,both
41320.000.2009.1.1-460-2,e915bab4303bfd23da9b2ee655fff240,both
41320.000.2009.1.1-856-6,0ef651854d456e707764701f620ce100,both
41320.000.2009.1.1-376-1,db85f2a2df938362d4a1a5293833d573,both
41320.000.2009.1.1-781-2,bcaf24b7792cbeb9bd4b4414b346d21e,both
41320.000.2009.1.1-741-3,6e82844339260c7d8296f1ccf6d5eb1a,both
41320.000.2009.1.1-434-3,2fd275f0824b039e7429a4fc714665fe,both
41320.000.2009.1.1-348-3,bea4beddb65435e0246c825199f4a073,both
41320.000.2009.1.1-804-2,b3c0c10c850640f683cec7f7b8199e07,both
41320.000.2009.1.1-304-8,1eed14cbe623a1bdfc51c146295ee280,both
41320.000.2009.1.1-549-4,0c75164fc3e4b4c6bfb5aea03929e6a3,both
41320.000.2009.1.1-27-1,b3f9f4d81234540d5dc01c28e84e914f,smarie
41320.000.2009.1.1-371-3,784b88950bba5e86d007440eafa89bf7,sjasmin
41320.000.2009.1.1-301-6,cf427c7fb4babe4dcd4fc05122848789,smarie
41320.000.2009.1.1-465-6,341e039cd4595764716fe069c6e821fe,sjasmin
41320.000.2009.1.1-218-2,06dd812b73a564b1cb4cc3b6ec62eb83,smarie
41320.000.2009.1.1-907-1,e45b03cfb2ea8d4038644f08631e8cfe,sjasmin
41320.000.2009.1.1-294-4,e9cc0f26b8266f1849f37ece8c296d3c,smarie
41320.000.2009.1.1-827-4,81ac8f9062449dade7c8fc4dbbf326f9,sjasmin
41320.000.2009.1.1-36-1,74be20267ab33ece0eca8f0f1225b320,smarie
41320.000.2009.1.1-301-5,e8f7d44a27e92d978c88a05ef9586250,sjasmin
41320.000.2009.1.1-604-3,52e718b2d4cbe17f07968e91e6fe731c,smarie
41320.000.2009.1.1-857-4,19aa93694cb5f12cef8bf0a2329130ec,sjasmin
41320.000.2009.1.1-744-3,87c255fd21d7e46f67d4badc03b7cd33,smarie
41320.000.2009.1.1-517-2,a981c7be6188b22e5d21d73f13552bf4,sjasmin
41320.000.2009.1.1-466-5,f48595ca768b828a2687894eba9198b8,smarie
41320.000.2009.1.1-129-1,6a07e2963da413f523ddaa9892a69542,sjasmin
41320.000.2009.1.1-133-1,c20d22cde72fa658ba01e4db62af6a2d,smarie
41320.000.2009.1.1-777-1,0faaa929e4108406bc092244adce45f5,sjasmin
41320.000.2009.1.1-856-5,a39395bd1d9c6130deb14ba49c0d4259,smarie
41320.000.2009.1.1-896-1,35b2d76f756554f1c5ef572572fd94a2,sjasmin
41320.000.2009.1.1-678-7,56d4c95a5ff0a1065465f35862afa63b,smarie
41320.000.2009.1.1-748-2,58cde581f9bedca2e687938070c6e180,sjasmin
41320.000.2009.1.1-452-1,7fd4f4bc5a7c36f5a2fe8e2a551180d2,smarie
41320.000.2009.1.1-197-6,d4d8fd66bf729ba88eb7307126e88b20,sjasmin
41320.000.2009.1.1-549-3,ef694071df32452e1a24aa9be1acc49d,smarie
41320.000.2009.1.1-863-9,71142a071d2b3de6b70781764cdfd611,sjasmin
41320.000.2009.1.1-155-1,a5dd37b3413b06a2c701b2acd88e31a6,smarie
41320.000.2009.1.1-832-2,066ef83503f537543dabaf63dcc88c5f,sjasmin
41320.000.2009.1.1-781-5,9ca897f9d7c629d7748008b395fe282b,smarie
41320.000.2009.1.1-160-1,867183a126f5d7690e9350c2f9d71bf3,sjasmin
41320.000.2009.1.1-170-2,6df1532c2d5cec77ce836763edbd80e5,smarie
41320.000.2009.1.1-105-3,34d4283e15d71576efe311bb51edd616,sjasmin
41320.000.2009.1.1-847-1,46cc280d0ecb76d127d21c512bbca3ed,smarie
41320.000.2009.1.1-728-3,45a89e5ef1d843bf5b8a70c9dc362f77,sjasmin
41320.000.2009.1.1-748-9,8206b566d67bce6e3333bb2aa978680b,smarie
41320.000.2009.1.1-372-2,af576d3540aa8219131cbb2feb465d35,sjasmin
41320.000.2009.1.1-458-4,d17091ff82a1ed875083d91837639550,smarie
41320.000.2009.1.1-141-1,d51cfea8745cf4f9a5e30fbab0490d82,sjasmin
41320.000.2009.1.1-731-1,7a5db52537abeca7862329b0091d7efb,smarie
41320.000.2009.1.1-296-6,be189ba3a50a37a2a1197a4ff8d97c9c,sjasmin
41320.000.2009.1.1-413-4,399825eabf70aaa9cc338df00dde6146,smarie
41320.000.2009.1.1-287-4,1cd14eb0e99e53de5abf0df881352437,sjasmin
41320.000.2009.1.1-200-2,9acec51ff645a398ef282d91ebeab4e6,smarie
41320.000.2009.1.1-884-1,bf057425a87e6c0c7f1ece91bddeebb0,sjasmin
41320.000.2009.1.1-737-1,572d5b054946f615a350b6298dea8462,smarie
41320.000.2009.1.1-781-6,a5247aa78eedb7c33304fdfd2fba1416,sjasmin
41320.000.2009.1.1-510-4,baab4a5a297f1958bebcf3e044ecc76e,smarie
41320.000.2009.1.1-801-4,be03a14fa800aca31c6bb1fa1d0b8179,sjasmin
41320.000.2009.1.1-201-11,09ff9580aad7b2030bb7ec06826f4888,smarie
41320.000.2009.1.1-60-1,638e1ebfc34cb91463d134d09ffe5b79,sjasmin
41320.000.2009.1.1-171-3,16d70d8a4315181eeed46e07b866e3d8,smarie
41320.000.2009.1.1-740-4,719c7cbd80ec1ef5acc96f410fe8c2cb,sjasmin
